trial,params,mean_score,std_score,cv_scores,mean_time,rank
0,"{'max_depth': 15, 'min_samples_split': 20, 'min_samples_leaf': 8, 'random_state': 42, 'n_jobs': -1}",0.38277655100820396,0.013751764876451847,"[0.4013531135333164, 0.3847143747222518, 0.3860416456578865, 0.3832018146512186, 0.35857180647634657]",3.8996243476867676,1.0
2,"{'max_depth': 5, 'min_samples_split': 18, 'min_samples_leaf': 7, 'random_state': 42, 'n_jobs': -1}",0.3732584294516418,0.013303135551356399,"[0.38840914207862465, 0.375747458933092, 0.380106406402222, 0.37331108845283356, 0.34871805139143697]",3.1416765213012696,2.0
1,"{'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 2, 'random_state': 42, 'n_jobs': -1}",0.36732975083268127,0.017819691471100647,"[0.39021173734712655, 0.37635242135947256, 0.36960597909411413, 0.36426367011350846, 0.3362149462491848]",4.915371084213257,3.0
